ccc_name,ccc_id,ccc_source_institution_id,uc_name,uc_id,uc_source_institution_id,academic_year,academic_year_id,report_count,all_report_count,status,http_status,response_bytes,file_path,error
Allan Hancock College,110,110,"University of California, Berkeley",79,79,2025-2026,76,95,1,success,200,12222,json/allan_hancock_college__to__university_of_california_berkeley.json,
Allan Hancock College,110,110,"University of California, Davis",89,89,2025-2026,76,119,1,success,200,15193,json/allan_hancock_college__to__university_of_california_davis.json,
Allan Hancock College,110,110,"University of California, Irvine",120,120,2025-2026,76,90,1,success,200,11744,json/allan_hancock_college__to__university_of_california_irvine.json,
Allan Hancock College,110,110,"University of California, Los Angeles",117,117,2025-2026,76,134,1,success,200,17335,json/allan_hancock_college__to__university_of_california_los_angeles.json,
Allan Hancock College,110,110,"University of California, Merced",144,144,2025-2026,76,123,1,success,200,19776,json/allan_hancock_college__to__university_of_california_merced.json,
Allan Hancock College,110,110,"University of California, Riverside",46,46,2025-2026,76,85,1,success,200,11176,json/allan_hancock_college__to__university_of_california_riverside.json,
Allan Hancock College,110,110,"University of California, San Diego",7,7,2025-2026,76,168,1,success,200,23420,json/allan_hancock_college__to__university_of_california_san_diego.json,
Allan Hancock College,110,110,"University of California, Santa Barbara",128,128,2025-2026,76,102,1,success,200,13806,json/allan_hancock_college__to__university_of_california_santa_barbara.json,
Allan Hancock College,110,110,"University of California, Santa Cruz",132,132,2025-2026,76,130,1,success,200,17340,json/allan_hancock_college__to__university_of_california_santa_cruz.json,
American River College,27,27,"University of California, Berkeley",79,79,2025-2026,76,95,1,success,200,12126,json/american_river_college__to__university_of_california_berkeley.json,
American River College,27,27,"University of California, Davis",89,89,2025-2026,76,119,1,success,200,15073,json/american_river_college__to__university_of_california_davis.json,
American River College,27,27,"University of California, Irvine",120,120,2025-2026,76,90,1,success,200,11653,json/american_river_college__to__university_of_california_irvine.json,
American River College,27,27,"University of California, Los Angeles",117,117,2025-2026,76,134,1,success,200,17200,json/american_river_college__to__university_of_california_los_angeles.json,
American River College,27,27,"University of California, Merced",144,144,2025-2026,76,123,1,success,200,19652,json/american_river_college__to__university_of_california_merced.json,
American River College,27,27,"University of California, Riverside",46,46,2025-2026,76,85,1,success,200,11090,json/american_river_college__to__university_of_california_riverside.json,
American River College,27,27,"University of California, San Diego",7,7,2025-2026,76,168,1,success,200,23251,json/american_river_college__to__university_of_california_san_diego.json,
American River College,27,27,"University of California, Santa Barbara",128,128,2025-2026,76,102,1,success,200,13703,json/american_river_college__to__university_of_california_santa_barbara.json,
American River College,27,27,"University of California, Santa Cruz",132,132,2025-2026,76,130,1,success,200,17209,json/american_river_college__to__university_of_california_santa_cruz.json,
Antelope Valley College,121,121,"University of California, Berkeley",79,79,2025-2026,76,95,1,success,200,12222,json/antelope_valley_college__to__university_of_california_berkeley.json,
Antelope Valley College,121,121,"University of California, Davis",89,89,2025-2026,76,119,1,success,200,15193,json/antelope_valley_college__to__university_of_california_davis.json,
Antelope Valley College,121,121,"University of California, Irvine",120,120,2025-2026,76,90,1,success,200,11744,json/antelope_valley_college__to__university_of_california_irvine.json,
Antelope Valley College,121,121,"University of California, Los Angeles",117,117,2025-2026,76,134,1,success,200,17335,json/antelope_valley_college__to__university_of_california_los_angeles.json,
Antelope Valley College,121,121,"University of California, Merced",144,144,2025-2026,76,123,1,success,200,19776,json/antelope_valley_college__to__university_of_california_merced.json,
Antelope Valley College,121,121,"University of California, Riverside",46,46,2025-2026,76,85,1,success,200,11176,json/antelope_valley_college__to__university_of_california_riverside.json,
Antelope Valley College,121,121,"University of California, San Diego",7,7,2025-2026,76,168,1,success,200,23420,json/antelope_valley_college__to__university_of_california_san_diego.json,
Antelope Valley College,121,121,"University of California, Santa Barbara",128,128,2025-2026,76,102,1,success,200,13806,json/antelope_valley_college__to__university_of_california_santa_barbara.json,
Antelope Valley College,121,121,"University of California, Santa Cruz",132,132,2025-2026,76,130,1,success,200,17340,json/antelope_valley_college__to__university_of_california_santa_cruz.json,
Bakersfield College,84,84,"University of California, Berkeley",79,79,2025-2026,76,95,1,success,200,12126,json/bakersfield_college__to__university_of_california_berkeley.json,
Bakersfield College,84,84,"University of California, Davis",89,89,2025-2026,76,119,1,success,200,15073,json/bakersfield_college__to__university_of_california_davis.json,
Bakersfield College,84,84,"University of California, Irvine",120,120,2025-2026,76,90,1,success,200,11653,json/bakersfield_college__to__university_of_california_irvine.json,
Bakersfield College,84,84,"University of California, Los Angeles",117,117,2025-2026,76,134,1,success,200,17200,json/bakersfield_college__to__university_of_california_los_angeles.json,
Bakersfield College,84,84,"University of California, Merced",144,144,2025-2026,76,123,1,success,200,19652,json/bakersfield_college__to__university_of_california_merced.json,
Bakersfield College,84,84,"University of California, Riverside",46,46,2025-2026,76,85,1,success,200,11090,json/bakersfield_college__to__university_of_california_riverside.json,
Bakersfield College,84,84,"University of California, San Diego",7,7,2025-2026,76,168,1,success,200,23251,json/bakersfield_college__to__university_of_california_san_diego.json,
Bakersfield College,84,84,"University of California, Santa Barbara",128,128,2025-2026,76,102,1,success,200,13703,json/bakersfield_college__to__university_of_california_santa_barbara.json,
Bakersfield College,84,84,"University of California, Santa Cruz",132,132,2025-2026,76,130,1,success,200,17209,json/bakersfield_college__to__university_of_california_santa_cruz.json,
Barstow Community College,20,20,"University of California, Berkeley",79,79,2025-2026,76,95,1,success,200,12126,json/barstow_community_college__to__university_of_california_berkeley.json,
Barstow Community College,20,20,"University of California, Davis",89,89,2025-2026,76,119,1,success,200,15073,json/barstow_community_college__to__university_of_california_davis.json,
Barstow Community College,20,20,"University of California, Irvine",120,120,2025-2026,76,90,1,success,200,11653,json/barstow_community_college__to__university_of_california_irvine.json,
Barstow Community College,20,20,"University of California, Los Angeles",117,117,2025-2026,76,134,1,success,200,17200,json/barstow_community_college__to__university_of_california_los_angeles.json,
Barstow Community College,20,20,"University of California, Merced",144,144,2025-2026,76,123,1,success,200,19652,json/barstow_community_college__to__university_of_california_merced.json,
Barstow Community College,20,20,"University of California, Riverside",46,46,2025-2026,76,85,1,success,200,11090,json/barstow_community_college__to__university_of_california_riverside.json,
Barstow Community College,20,20,"University of California, San Diego",7,7,2025-2026,76,168,1,success,200,23251,json/barstow_community_college__to__university_of_california_san_diego.json,
Barstow Community College,20,20,"University of California, Santa Barbara",128,128,2025-2026,76,102,1,success,200,13703,json/barstow_community_college__to__university_of_california_santa_barbara.json,
Barstow Community College,20,20,"University of California, Santa Cruz",132,132,2025-2026,76,130,1,success,200,17209,json/barstow_community_college__to__university_of_california_santa_cruz.json,
Berkeley City College,58,58,"University of California, Berkeley",79,79,2025-2026,76,95,1,success,200,12126,json/berkeley_city_college__to__university_of_california_berkeley.json,
Berkeley City College,58,58,"University of California, Davis",89,89,2025-2026,76,119,1,success,200,15073,json/berkeley_city_college__to__university_of_california_davis.json,
Berkeley City College,58,58,"University of California, Irvine",120,120,2025-2026,76,90,1,success,200,11653,json/berkeley_city_college__to__university_of_california_irvine.json,
Berkeley City College,58,58,"University of California, Los Angeles",117,117,2025-2026,76,134,1,success,200,17200,json/berkeley_city_college__to__university_of_california_los_angeles.json,
Berkeley City College,58,58,"University of California, Merced",144,144,2025-2026,76,123,1,success,200,19652,json/berkeley_city_college__to__university_of_california_merced.json,
Berkeley City College,58,58,"University of California, Riverside",46,46,2025-2026,76,85,1,success,200,11090,json/berkeley_city_college__to__university_of_california_riverside.json,
Berkeley City College,58,58,"University of California, San Diego",7,7,2025-2026,76,168,1,success,200,23251,json/berkeley_city_college__to__university_of_california_san_diego.json,
Berkeley City College,58,58,"University of California, Santa Barbara",128,128,2025-2026,76,102,1,success,200,13703,json/berkeley_city_college__to__university_of_california_santa_barbara.json,
Berkeley City College,58,58,"University of California, Santa Cruz",132,132,2025-2026,76,130,1,success,200,17209,json/berkeley_city_college__to__university_of_california_santa_cruz.json,
Butte College,8,8,"University of California, Berkeley",79,79,2025-2026,76,95,1,success,200,12030,json/butte_college__to__university_of_california_berkeley.json,
Butte College,8,8,"University of California, Davis",89,89,2025-2026,76,119,1,success,200,14953,json/butte_college__to__university_of_california_davis.json,
Butte College,8,8,"University of California, Irvine",120,120,2025-2026,76,90,1,success,200,11562,json/butte_college__to__university_of_california_irvine.json,
Butte College,8,8,"University of California, Los Angeles",117,117,2025-2026,76,134,1,success,200,17065,json/butte_college__to__university_of_california_los_angeles.json,
Butte College,8,8,"University of California, Merced",144,144,2025-2026,76,123,1,success,200,19528,json/butte_college__to__university_of_california_merced.json,
Butte College,8,8,"University of California, Riverside",46,46,2025-2026,76,85,1,success,200,11004,json/butte_college__to__university_of_california_riverside.json,
Butte College,8,8,"University of California, San Diego",7,7,2025-2026,76,168,1,success,200,23082,json/butte_college__to__university_of_california_san_diego.json,
Butte College,8,8,"University of California, Santa Barbara",128,128,2025-2026,76,102,1,success,200,13600,json/butte_college__to__university_of_california_santa_barbara.json,
Butte College,8,8,"University of California, Santa Cruz",132,132,2025-2026,76,130,1,success,200,17078,json/butte_college__to__university_of_california_santa_cruz.json,
Cabrillo College,41,41,"University of California, Berkeley",79,79,2025-2026,76,95,1,success,200,12126,json/cabrillo_college__to__university_of_california_berkeley.json,
Cabrillo College,41,41,"University of California, Davis",89,89,2025-2026,76,119,1,success,200,15073,json/cabrillo_college__to__university_of_california_davis.json,
Cabrillo College,41,41,"University of California, Irvine",120,120,2025-2026,76,90,1,success,200,11653,json/cabrillo_college__to__university_of_california_irvine.json,
Cabrillo College,41,41,"University of California, Los Angeles",117,117,2025-2026,76,134,1,success,200,17200,json/cabrillo_college__to__university_of_california_los_angeles.json,
Cabrillo College,41,41,"University of California, Merced",144,144,2025-2026,76,123,1,success,200,19652,json/cabrillo_college__to__university_of_california_merced.json,
Cabrillo College,41,41,"University of California, Riverside",46,46,2025-2026,76,85,1,success,200,11090,json/cabrillo_college__to__university_of_california_riverside.json,
Cabrillo College,41,41,"University of California, San Diego",7,7,2025-2026,76,168,1,success,200,23251,json/cabrillo_college__to__university_of_california_san_diego.json,
Cabrillo College,41,41,"University of California, Santa Barbara",128,128,2025-2026,76,102,1,success,200,13703,json/cabrillo_college__to__university_of_california_santa_barbara.json,
Cabrillo College,41,41,"University of California, Santa Cruz",132,132,2025-2026,76,130,1,success,200,17209,json/cabrillo_college__to__university_of_california_santa_cruz.json,
Canada College,68,68,"University of California, Berkeley",79,79,2025-2026,76,95,1,success,200,12126,json/canada_college__to__university_of_california_berkeley.json,
Canada College,68,68,"University of California, Davis",89,89,2025-2026,76,119,1,success,200,15073,json/canada_college__to__university_of_california_davis.json,
Canada College,68,68,"University of California, Irvine",120,120,2025-2026,76,90,1,success,200,11653,json/canada_college__to__university_of_california_irvine.json,
Canada College,68,68,"University of California, Los Angeles",117,117,2025-2026,76,134,1,success,200,17200,json/canada_college__to__university_of_california_los_angeles.json,
Canada College,68,68,"University of California, Merced",144,144,2025-2026,76,123,1,success,200,19652,json/canada_college__to__university_of_california_merced.json,
Canada College,68,68,"University of California, Riverside",46,46,2025-2026,76,85,1,success,200,11090,json/canada_college__to__university_of_california_riverside.json,
Canada College,68,68,"University of California, San Diego",7,7,2025-2026,76,168,1,success,200,23251,json/canada_college__to__university_of_california_san_diego.json,
Canada College,68,68,"University of California, Santa Barbara",128,128,2025-2026,76,102,1,success,200,13703,json/canada_college__to__university_of_california_santa_barbara.json,
Canada College,68,68,"University of California, Santa Cruz",132,132,2025-2026,76,130,1,success,200,17209,json/canada_college__to__university_of_california_santa_cruz.json,
Cerritos College,104,104,"University of California, Berkeley",79,79,2025-2026,76,95,1,success,200,12222,json/cerritos_college__to__university_of_california_berkeley.json,
Cerritos College,104,104,"University of California, Davis",89,89,2025-2026,76,119,1,success,200,15193,json/cerritos_college__to__university_of_california_davis.json,
Cerritos College,104,104,"University of California, Irvine",120,120,2025-2026,76,90,1,success,200,11744,json/cerritos_college__to__university_of_california_irvine.json,
Cerritos College,104,104,"University of California, Los Angeles",117,117,2025-2026,76,134,1,success,200,17335,json/cerritos_college__to__university_of_california_los_angeles.json,
Cerritos College,104,104,"University of California, Merced",144,144,2025-2026,76,123,1,success,200,19776,json/cerritos_college__to__university_of_california_merced.json,
Cerritos College,104,104,"University of California, Riverside",46,46,2025-2026,76,85,1,success,200,11176,json/cerritos_college__to__university_of_california_riverside.json,
Cerritos College,104,104,"University of California, San Diego",7,7,2025-2026,76,168,1,success,200,23420,json/cerritos_college__to__university_of_california_san_diego.json,
Cerritos College,104,104,"University of California, Santa Barbara",128,128,2025-2026,76,102,1,success,200,13806,json/cerritos_college__to__university_of_california_santa_barbara.json,
Cerritos College,104,104,"University of California, Santa Cruz",132,132,2025-2026,76,130,1,success,200,17340,json/cerritos_college__to__university_of_california_santa_cruz.json,
Cerro Coso Community College,9,9,"University of California, Berkeley",79,79,2025-2026,76,95,1,success,200,12030,json/cerro_coso_community_college__to__university_of_california_berkeley.json,
Cerro Coso Community College,9,9,"University of California, Davis",89,89,2025-2026,76,119,1,success,200,14953,json/cerro_coso_community_college__to__university_of_california_davis.json,
Cerro Coso Community College,9,9,"University of California, Irvine",120,120,2025-2026,76,90,1,success,200,11562,json/cerro_coso_community_college__to__university_of_california_irvine.json,
Cerro Coso Community College,9,9,"University of California, Los Angeles",117,117,2025-2026,76,134,1,success,200,17065,json/cerro_coso_community_college__to__university_of_california_los_angeles.json,
Cerro Coso Community College,9,9,"University of California, Merced",144,144,2025-2026,76,123,1,success,200,19528,json/cerro_coso_community_college__to__university_of_california_merced.json,
Cerro Coso Community College,9,9,"University of California, Riverside",46,46,2025-2026,76,85,1,success,200,11004,json/cerro_coso_community_college__to__university_of_california_riverside.json,
Cerro Coso Community College,9,9,"University of California, San Diego",7,7,2025-2026,76,168,1,success,200,23082,json/cerro_coso_community_college__to__university_of_california_san_diego.json,
Cerro Coso Community College,9,9,"University of California, Santa Barbara",128,128,2025-2026,76,102,1,success,200,13600,json/cerro_coso_community_college__to__university_of_california_santa_barbara.json,
Cerro Coso Community College,9,9,"University of California, Santa Cruz",132,132,2025-2026,76,130,1,success,200,17078,json/cerro_coso_community_college__to__university_of_california_santa_cruz.json,
Chabot College,96,96,"University of California, Berkeley",79,79,2025-2026,76,95,1,success,200,12126,json/chabot_college__to__university_of_california_berkeley.json,
Chabot College,96,96,"University of California, Davis",89,89,2025-2026,76,119,1,success,200,15073,json/chabot_college__to__university_of_california_davis.json,
Chabot College,96,96,"University of California, Irvine",120,120,2025-2026,76,90,1,success,200,11653,json/chabot_college__to__university_of_california_irvine.json,
Chabot College,96,96,"University of California, Los Angeles",117,117,2025-2026,76,134,1,success,200,17200,json/chabot_college__to__university_of_california_los_angeles.json,
Chabot College,96,96,"University of California, Merced",144,144,2025-2026,76,123,1,success,200,19652,json/chabot_college__to__university_of_california_merced.json,
Chabot College,96,96,"University of California, Riverside",46,46,2025-2026,76,85,1,success,200,11090,json/chabot_college__to__university_of_california_riverside.json,
Chabot College,96,96,"University of California, San Diego",7,7,2025-2026,76,168,1,success,200,23251,json/chabot_college__to__university_of_california_san_diego.json,
Chabot College,96,96,"University of California, Santa Barbara",128,128,2025-2026,76,102,1,success,200,13703,json/chabot_college__to__university_of_california_santa_barbara.json,
Chabot College,96,96,"University of California, Santa Cruz",132,132,2025-2026,76,130,1,success,200,17209,json/chabot_college__to__university_of_california_santa_cruz.json,
Chaffey College,69,69,"University of California, Berkeley",79,79,2025-2026,76,95,1,success,200,12126,json/chaffey_college__to__university_of_california_berkeley.json,
Chaffey College,69,69,"University of California, Davis",89,89,2025-2026,76,119,1,success,200,15073,json/chaffey_college__to__university_of_california_davis.json,
Chaffey College,69,69,"University of California, Irvine",120,120,2025-2026,76,90,1,success,200,11653,json/chaffey_college__to__university_of_california_irvine.json,
Chaffey College,69,69,"University of California, Los Angeles",117,117,2025-2026,76,134,1,success,200,17200,json/chaffey_college__to__university_of_california_los_angeles.json,
Chaffey College,69,69,"University of California, Merced",144,144,2025-2026,76,123,1,success,200,19652,json/chaffey_college__to__university_of_california_merced.json,
Chaffey College,69,69,"University of California, Riverside",46,46,2025-2026,76,85,1,success,200,11090,json/chaffey_college__to__university_of_california_riverside.json,
Chaffey College,69,69,"University of California, San Diego",7,7,2025-2026,76,168,1,success,200,23251,json/chaffey_college__to__university_of_california_san_diego.json,
Chaffey College,69,69,"University of California, Santa Barbara",128,128,2025-2026,76,102,1,success,200,13703,json/chaffey_college__to__university_of_california_santa_barbara.json,
Chaffey College,69,69,"University of California, Santa Cruz",132,132,2025-2026,76,130,1,success,200,17209,json/chaffey_college__to__university_of_california_santa_cruz.json,
Citrus College,97,97,"University of California, Berkeley",79,79,2025-2026,76,95,1,success,200,12126,json/citrus_college__to__university_of_california_berkeley.json,
Citrus College,97,97,"University of California, Davis",89,89,2025-2026,76,119,1,success,200,15073,json/citrus_college__to__university_of_california_davis.json,
Citrus College,97,97,"University of California, Irvine",120,120,2025-2026,76,90,1,success,200,11653,json/citrus_college__to__university_of_california_irvine.json,
Citrus College,97,97,"University of California, Los Angeles",117,117,2025-2026,76,134,1,success,200,17200,json/citrus_college__to__university_of_california_los_angeles.json,
Citrus College,97,97,"University of California, Merced",144,144,2025-2026,76,123,1,success,200,19652,json/citrus_college__to__university_of_california_merced.json,
Citrus College,97,97,"University of California, Riverside",46,46,2025-2026,76,85,1,success,200,11090,json/citrus_college__to__university_of_california_riverside.json,
Citrus College,97,97,"University of California, San Diego",7,7,2025-2026,76,168,1,success,200,23251,json/citrus_college__to__university_of_california_san_diego.json,
Citrus College,97,97,"University of California, Santa Barbara",128,128,2025-2026,76,102,1,success,200,13703,json/citrus_college__to__university_of_california_santa_barbara.json,
Citrus College,97,97,"University of California, Santa Cruz",132,132,2025-2026,76,130,1,success,200,17209,json/citrus_college__to__university_of_california_santa_cruz.json,
City College of San Francisco,33,33,"University of California, Berkeley",79,79,2025-2026,76,95,1,success,200,12126,json/city_college_of_san_francisco__to__university_of_california_berkeley.json,
City College of San Francisco,33,33,"University of California, Davis",89,89,2025-2026,76,119,1,success,200,15073,json/city_college_of_san_francisco__to__university_of_california_davis.json,
City College of San Francisco,33,33,"University of California, Irvine",120,120,2025-2026,76,90,1,success,200,11653,json/city_college_of_san_francisco__to__university_of_california_irvine.json,
City College of San Francisco,33,33,"University of California, Los Angeles",117,117,2025-2026,76,134,1,success,200,17200,json/city_college_of_san_francisco__to__university_of_california_los_angeles.json,
City College of San Francisco,33,33,"University of California, Merced",144,144,2025-2026,76,123,1,success,200,19652,json/city_college_of_san_francisco__to__university_of_california_merced.json,
City College of San Francisco,33,33,"University of California, Riverside",46,46,2025-2026,76,85,1,success,200,11090,json/city_college_of_san_francisco__to__university_of_california_riverside.json,
City College of San Francisco,33,33,"University of California, San Diego",7,7,2025-2026,76,168,1,success,200,23251,json/city_college_of_san_francisco__to__university_of_california_san_diego.json,
City College of San Francisco,33,33,"University of California, Santa Barbara",128,128,2025-2026,76,102,1,success,200,13703,json/city_college_of_san_francisco__to__university_of_california_santa_barbara.json,
City College of San Francisco,33,33,"University of California, Santa Cruz",132,132,2025-2026,76,130,1,success,200,17209,json/city_college_of_san_francisco__to__university_of_california_santa_cruz.json,
Clovis Community College,150,150,"University of California, Berkeley",79,79,2025-2026,76,95,1,success,200,12222,json/clovis_community_college__to__university_of_california_berkeley.json,
Clovis Community College,150,150,"University of California, Davis",89,89,2025-2026,76,119,1,success,200,15193,json/clovis_community_college__to__university_of_california_davis.json,
Clovis Community College,150,150,"University of California, Irvine",120,120,2025-2026,76,90,1,success,200,11744,json/clovis_community_college__to__university_of_california_irvine.json,
Clovis Community College,150,150,"University of California, Los Angeles",117,117,2025-2026,76,134,1,success,200,17335,json/clovis_community_college__to__university_of_california_los_angeles.json,
Clovis Community College,150,150,"University of California, Merced",144,144,2025-2026,76,123,1,success,200,19776,json/clovis_community_college__to__university_of_california_merced.json,
Clovis Community College,150,150,"University of California, Riverside",46,46,2025-2026,76,85,1,success,200,11176,json/clovis_community_college__to__university_of_california_riverside.json,
Clovis Community College,150,150,"University of California, San Diego",7,7,2025-2026,76,168,1,success,200,23420,json/clovis_community_college__to__university_of_california_san_diego.json,
Clovis Community College,150,150,"University of California, Santa Barbara",128,128,2025-2026,76,102,1,success,200,13806,json/clovis_community_college__to__university_of_california_santa_barbara.json,
Clovis Community College,150,150,"University of California, Santa Cruz",132,132,2025-2026,76,130,1,success,200,17340,json/clovis_community_college__to__university_of_california_santa_cruz.json,
Coalinga College,67,67,"University of California, Berkeley",79,79,2025-2026,76,95,1,success,200,12126,json/coalinga_college__to__university_of_california_berkeley.json,
Coalinga College,67,67,"University of California, Davis",89,89,2025-2026,76,119,1,success,200,15073,json/coalinga_college__to__university_of_california_davis.json,
Coalinga College,67,67,"University of California, Irvine",120,120,2025-2026,76,90,1,success,200,11653,json/coalinga_college__to__university_of_california_irvine.json,
Coalinga College,67,67,"University of California, Los Angeles",117,117,2025-2026,76,134,1,success,200,17200,json/coalinga_college__to__university_of_california_los_angeles.json,
Coalinga College,67,67,"University of California, Merced",144,144,2025-2026,76,123,1,success,200,19652,json/coalinga_college__to__university_of_california_merced.json,
Coalinga College,67,67,"University of California, Riverside",46,46,2025-2026,76,85,1,success,200,11090,json/coalinga_college__to__university_of_california_riverside.json,
Coalinga College,67,67,"University of California, San Diego",7,7,2025-2026,76,168,1,success,200,23251,json/coalinga_college__to__university_of_california_san_diego.json,
Coalinga College,67,67,"University of California, Santa Barbara",128,128,2025-2026,76,102,1,success,200,13703,json/coalinga_college__to__university_of_california_santa_barbara.json,
Coalinga College,67,67,"University of California, Santa Cruz",132,132,2025-2026,76,130,1,success,200,17209,json/coalinga_college__to__university_of_california_santa_cruz.json,
Coastline Community College,105,105,"University of California, Berkeley",79,79,2025-2026,76,95,1,success,200,12222,json/coastline_community_college__to__university_of_california_berkeley.json,
Coastline Community College,105,105,"University of California, Davis",89,89,2025-2026,76,119,1,success,200,15193,json/coastline_community_college__to__university_of_california_davis.json,
Coastline Community College,105,105,"University of California, Irvine",120,120,2025-2026,76,90,1,success,200,11744,json/coastline_community_college__to__university_of_california_irvine.json,
Coastline Community College,105,105,"University of California, Los Angeles",117,117,2025-2026,76,134,1,success,200,17335,json/coastline_community_college__to__university_of_california_los_angeles.json,
Coastline Community College,105,105,"University of California, Merced",144,144,2025-2026,76,123,1,success,200,19776,json/coastline_community_college__to__university_of_california_merced.json,
Coastline Community College,105,105,"University of California, Riverside",46,46,2025-2026,76,85,1,success,200,11176,json/coastline_community_college__to__university_of_california_riverside.json,
Coastline Community College,105,105,"University of California, San Diego",7,7,2025-2026,76,168,1,success,200,23420,json/coastline_community_college__to__university_of_california_san_diego.json,
Coastline Community College,105,105,"University of California, Santa Barbara",128,128,2025-2026,76,102,1,success,200,13806,json/coastline_community_college__to__university_of_california_santa_barbara.json,
Coastline Community College,105,105,"University of California, Santa Cruz",132,132,2025-2026,76,130,1,success,200,17340,json/coastline_community_college__to__university_of_california_santa_cruz.json,
College of Alameda,111,111,"University of California, Berkeley",79,79,2025-2026,76,95,1,success,200,12222,json/college_of_alameda__to__university_of_california_berkeley.json,
College of Alameda,111,111,"University of California, Davis",89,89,2025-2026,76,119,1,success,200,15193,json/college_of_alameda__to__university_of_california_davis.json,
College of Alameda,111,111,"University of California, Irvine",120,120,2025-2026,76,90,1,success,200,11744,json/college_of_alameda__to__university_of_california_irvine.json,
College of Alameda,111,111,"University of California, Los Angeles",117,117,2025-2026,76,134,1,success,200,17335,json/college_of_alameda__to__university_of_california_los_angeles.json,
College of Alameda,111,111,"University of California, Merced",144,144,2025-2026,76,123,1,success,200,19776,json/college_of_alameda__to__university_of_california_merced.json,
College of Alameda,111,111,"University of California, Riverside",46,46,2025-2026,76,85,1,success,200,11176,json/college_of_alameda__to__university_of_california_riverside.json,
College of Alameda,111,111,"University of California, San Diego",7,7,2025-2026,76,168,1,success,200,23420,json/college_of_alameda__to__university_of_california_san_diego.json,
College of Alameda,111,111,"University of California, Santa Barbara",128,128,2025-2026,76,102,1,success,200,13806,json/college_of_alameda__to__university_of_california_santa_barbara.json,
College of Alameda,111,111,"University of California, Santa Cruz",132,132,2025-2026,76,130,1,success,200,17340,json/college_of_alameda__to__university_of_california_santa_cruz.json,
College of Marin,4,4,"University of California, Berkeley",79,79,2025-2026,76,95,1,success,200,12030,json/college_of_marin__to__university_of_california_berkeley.json,
College of Marin,4,4,"University of California, Davis",89,89,2025-2026,76,119,1,success,200,14953,json/college_of_marin__to__university_of_california_davis.json,
College of Marin,4,4,"University of California, Irvine",120,120,2025-2026,76,90,1,success,200,11562,json/college_of_marin__to__university_of_california_irvine.json,
College of Marin,4,4,"University of California, Los Angeles",117,117,2025-2026,76,134,1,success,200,17065,json/college_of_marin__to__university_of_california_los_angeles.json,
College of Marin,4,4,"University of California, Merced",144,144,2025-2026,76,123,1,success,200,19528,json/college_of_marin__to__university_of_california_merced.json,
College of Marin,4,4,"University of California, Riverside",46,46,2025-2026,76,85,1,success,200,11004,json/college_of_marin__to__university_of_california_riverside.json,
College of Marin,4,4,"University of California, San Diego",7,7,2025-2026,76,168,1,success,200,23082,json/college_of_marin__to__university_of_california_san_diego.json,
College of Marin,4,4,"University of California, Santa Barbara",128,128,2025-2026,76,102,1,success,200,13600,json/college_of_marin__to__university_of_california_santa_barbara.json,
College of Marin,4,4,"University of California, Santa Cruz",132,132,2025-2026,76,130,1,success,200,17078,json/college_of_marin__to__university_of_california_santa_cruz.json,
College of San Mateo,5,5,"University of California, Berkeley",79,79,2025-2026,76,95,1,success,200,12030,json/college_of_san_mateo__to__university_of_california_berkeley.json,
College of San Mateo,5,5,"University of California, Davis",89,89,2025-2026,76,119,1,success,200,14953,json/college_of_san_mateo__to__university_of_california_davis.json,
College of San Mateo,5,5,"University of California, Irvine",120,120,2025-2026,76,90,1,success,200,11562,json/college_of_san_mateo__to__university_of_california_irvine.json,
College of San Mateo,5,5,"University of California, Los Angeles",117,117,2025-2026,76,134,1,success,200,17065,json/college_of_san_mateo__to__university_of_california_los_angeles.json,
College of San Mateo,5,5,"University of California, Merced",144,144,2025-2026,76,123,1,success,200,19528,json/college_of_san_mateo__to__university_of_california_merced.json,
College of San Mateo,5,5,"University of California, Riverside",46,46,2025-2026,76,85,1,success,200,11004,json/college_of_san_mateo__to__university_of_california_riverside.json,
College of San Mateo,5,5,"University of California, San Diego",7,7,2025-2026,76,168,1,success,200,23082,json/college_of_san_mateo__to__university_of_california_san_diego.json,
College of San Mateo,5,5,"University of California, Santa Barbara",128,128,2025-2026,76,102,1,success,200,13600,json/college_of_san_mateo__to__university_of_california_santa_barbara.json,
College of San Mateo,5,5,"University of California, Santa Cruz",132,132,2025-2026,76,130,1,success,200,17078,json/college_of_san_mateo__to__university_of_california_santa_cruz.json,
College of the Canyons,140,140,"University of California, Berkeley",79,79,2025-2026,76,95,1,success,200,12222,json/college_of_the_canyons__to__university_of_california_berkeley.json,
College of the Canyons,140,140,"University of California, Davis",89,89,2025-2026,76,119,1,success,200,15193,json/college_of_the_canyons__to__university_of_california_davis.json,
College of the Canyons,140,140,"University of California, Irvine",120,120,2025-2026,76,90,1,success,200,11744,json/college_of_the_canyons__to__university_of_california_irvine.json,
College of the Canyons,140,140,"University of California, Los Angeles",117,117,2025-2026,76,134,1,success,200,17335,json/college_of_the_canyons__to__university_of_california_los_angeles.json,
College of the Canyons,140,140,"University of California, Merced",144,144,2025-2026,76,123,1,success,200,19776,json/college_of_the_canyons__to__university_of_california_merced.json,
College of the Canyons,140,140,"University of California, Riverside",46,46,2025-2026,76,85,1,success,200,11176,json/college_of_the_canyons__to__university_of_california_riverside.json,
College of the Canyons,140,140,"University of California, San Diego",7,7,2025-2026,76,168,1,success,200,23420,json/college_of_the_canyons__to__university_of_california_san_diego.json,
